Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
a,a2305,1.0,DCE,5546.0,5549.0,5507.0,5514.0,68584,3790847150,117251,5527.0,0.12,0.12,6,10,1.0,20230517,6000.0,5112.0,20220519,202305
ag,ag2306,1.0,SHFE,5054.0,5068.0,5000.0,5057.0,1014666,76584123225,609577,5031.0,0.12,0.12,3,15,1.0,20230615,5359.0,4384.0,20220616,202306
al,al2304,1.0,SHFE,18270.0,18385.0,18205.0,18270.0,167329,15304335600,188156,18290.0,0.12,0.12,4,5,5.0,20230417,20085.0,16430.0,20220418,202304
AP,AP305,1.0,CZCE,8898.0,8899.0,8804.0,8825.0,108879,962272602,188845,8838.0,0.1,0.1,2,10,1.0,20230517,9670.0,8072.0,20220519,202305
au,au2306,1.0023845860358642,SHFE,423.9,426.74,423.0,426.36,133043,56504821300,154711,424.7,0.1,0.1,3,1000,0.02,20230615,453.98,386.72,20220517,202306
b,b2304,1.0,DCE,4460.0,4480.0,4411.0,4415.0,56110,2494738510,32574,4446.0,0.09,0.09,6,10,1.0,20230417,4833.0,4117.0,20220419,202304
bb,bb2303,1.0,DCE,,,,400.0,0,0,0,400.0,0.4,0.4,2,500,0.05,20230314,440.0,360.0,20220315,202303
bc,bc2305,1.0,SHFE,60020.0,61400.0,59870.0,60940.0,12672,3849925800,12708,60760.0,0.12,0.12,4,5,10.0,20230515,67550.0,55260.0,20220517,202305
bu,bu2306,1.0,SHFE,3808.0,3894.0,3803.0,3839.0,396168,15245043830,335749,3848.0,0.15,0.15,6,10,1.0,20230615,4397.0,3386.0,20210616,202306
c,c2305,1.0,DCE,2830.0,2841.0,2816.0,2833.0,291152,8236353930,660775,2828.0,0.12,0.12,6,10,1.0,20230517,3061.0,2609.0,20220519,202305
CF,CF305,1.0,CZCE,14150.0,14395.0,14100.0,14235.0,424559,6054211340,587343,14260.0,0.07,0.07,6,5,5.0,20230517,15130.0,13410.0,20220519,202305
CJ,CJ305,1.0,CZCE,9885.0,9970.0,9845.0,9875.0,20345,201415500,56832,9900.0,0.12,0.12,2,5,5.0,20230517,10810.0,8840.0,20220519,202305
cs,cs2305,1.0,DCE,3095.0,3095.0,3063.0,3082.0,113430,3494883380,167128,3081.0,0.09,0.09,6,10,1.0,20230517,3299.0,2869.0,20220519,202305
cu,cu2304,1.0,SHFE,67780.0,68960.0,67500.0,68550.0,119029,40633557150,141833,68270.0,0.12,0.12,4,5,10.0,20230417,75860.0,62070.0,20220418,202304
CY,CY305,1.0,CZCE,20910.0,21290.0,20840.0,21135.0,3648,77082240,3317,21130.0,0.07,0.07,6,5,5.0,20230517,22415.0,19875.0,20220519,202305
eb,eb2304,1.0,DCE,8400.0,8459.0,8327.0,8335.0,220197,9236876760,135408,8389.0,0.12,0.12,6,5,1.0,20230425,9319.0,7625.0,20220427,202304
eg,eg2305,1.0,DCE,4098.0,4129.0,4055.0,4101.0,284335,11661091430,434616,4101.0,0.12,0.12,6,10,1.0,20230526,4541.0,3717.0,20220527,202305
fb,fb2305,1.0,DCE,1234.0,1235.5,1228.0,1228.0,922,11358140,1488,1231.5,0.1,0.1,2,10,0.5,20230517,1295.5,1172.5,20220519,202305
FG,FG305,1.0,CZCE,1616.0,1638.0,1611.0,1620.0,964700,1568602200,840441,1626.0,0.09,0.09,6,20,1.0,20230517,1737.0,1479.0,20220519,202305
fu,fu2305,1.0,SHFE,2856.0,2925.0,2835.0,2846.0,1468582,42183334350,297507,2872.0,0.15,0.15,6,10,1.0,20230428,3359.0,2586.0,20220505,202305
hc,hc2305,1.0,SHFE,4430.0,4493.0,4418.0,4467.0,502089,22412067930,908193,4463.0,0.13,0.13,6,10,1.0,20230515,4927.0,3950.0,20220517,202305
i,i2305,1.0,DCE,920.0,936.0,916.0,920.0,699358,64804153300,845807,926.5,0.13,0.13,6,100,0.5,20230517,1023.0,821.0,20220519,202305
IC,IC2303,1.0,CFFEX,6234.2,6242.2,6131.8,6197.0,56198,69561657320,74941,6196.2,0.14,0.14,11,200,0.2,20230317,6851.4,5605.8,20220718,202303
IF,IF2303,1.0,CFFEX,3998.0,4004.6,3950.6,3988.8,74234,88717651980,74478,3992.8,0.12,0.12,11,300,0.2,20230317,4406.2,3605.4,20220718,202303
IH,IH2303,1.0,CFFEX,2661.6,2662.0,2628.8,2648.0,44189,35114147880,54445,2651.6,0.12,0.12,11,300,0.2,20230317,2930.4,2397.6,20220718,202303
IM,IM2303,1.0,CFFEX,6820.6,6830.6,6696.4,6775.8,43522,58889749000,47626,6773.8,0.15,0.15,11,200,0.2,20230317,7497.0,6134.2,20220722,202303
j,j2305,1.0,DCE,2907.0,2927.5,2855.0,2860.5,39878,11534209650,37134,2892.0,0.2,0.2,6,100,0.5,20230517,3354.5,2479.5,20220519,202305
jd,jd2305,1.0,DCE,4395.0,4477.0,4392.0,4441.0,136498,6052820440,134707,4434.0,0.09,0.09,2,10,1.0,20230526,4718.0,4020.0,20220527,202305
jm,jm2305,1.0,DCE,1997.0,2019.5,1963.0,1968.0,63375,7572009630,74670,1991.0,0.2,0.2,6,60,0.5,20230517,2290.5,1693.5,20220519,202305
JR,JR303,1.0,CZCE,,,,,0,0,0,2662.0,0.2,0.2,2,20,1.0,20230314,3035.0,2289.0,20220315,202303
l,l2305,1.0,DCE,8167.0,8209.0,8111.0,8153.0,296342,12099885645,368881,8166.0,0.11,0.11,6,5,1.0,20230517,8859.0,7547.0,20220519,202305
lh,lh2305,1.0,DCE,15705.0,16255.0,15705.0,16245.0,29815,7625262080,52274,15980.0,0.15,0.15,2,16,5.0,20230526,16960.0,14450.0,20220527,202305
LR,LR303,1.0,CZCE,,,,,0,0,0,2360.0,0.2,0.2,2,20,1.0,20230314,2691.0,2029.0,20220315,202303
lu,lu2306,1.002287166454892,SHFE,3800.0,3885.0,3760.0,3789.0,118317,4512077230,88826,3813.0,0.15,0.15,6,10,1.0,20230531,4456.0,3431.0,20220601,202306
m,m2305,1.0,DCE,3792.0,3808.0,3755.0,3765.0,682775,25801248140,1134522,3778.0,0.1,0.1,6,10,1.0,20230517,4095.0,3489.0,20220519,202305
MA,MA305,1.0,CZCE,2541.0,2595.0,2541.0,2576.0,1588820,4088033860,1351433,2573.0,0.08,0.08,6,10,1.0,20230517,2742.0,2382.0,20220519,202305
ni,ni2304,1.0,SHFE,177440.0,180040.0,175710.0,177570.0,118622,21112830690,68929,177980.0,0.19,0.19,4,1,10.0,20230417,208040.0,147590.0,20220418,202304
nr,nr2306,1.0,SHFE,9720.0,9760.0,9595.0,9655.0,46897,4535795800,62969,9670.0,0.1,0.1,6,10,5.0,20230615,10490.0,8935.0,20220616,202306
OI,OI305,1.0,CZCE,9042.0,9184.0,8971.0,9128.0,471576,4293227904,285639,9104.0,0.09,0.09,6,10,1.0,20230517,9929.0,8457.0,20220519,202305
p,p2305,1.0,DCE,7672.0,7828.0,7656.0,7738.0,667748,51854034540,456087,7764.0,0.12,0.12,6,10,2.0,20230517,8690.0,7110.0,20220519,202305
pb,pb2304,1.0,SHFE,15150.0,15285.0,15145.0,15240.0,54836,4175261675,60343,15225.0,0.14,0.14,4,5,5.0,20230417,16965.0,13330.0,20220418,202304
PF,PF305,1.0,CZCE,7160.0,7228.0,7066.0,7070.0,191577,1369775550,133498,7150.0,0.08,0.08,6,5,2.0,20230517,7768.0,6748.0,20220519,202305
pg,pg2304,1.0,DCE,4855.0,4864.0,4692.0,4742.0,107751,10322101680,41649,4789.0,0.13,0.13,6,20,1.0,20230425,5493.0,4405.0,20220427,202304
PK,PK304,1.0,CZCE,10548.0,10602.0,10512.0,10542.0,52438,553325776,40080,10552.0,0.08,0.08,2,5,2.0,20230417,11382.0,9890.0,20220419,202304
PM,PM303,1.0,CZCE,,,,,0,0,0,3122.0,0.2,0.2,2,50,1.0,20230314,3560.0,2684.0,20220315,202303
pp,pp2305,1.0,DCE,7680.0,7728.0,7650.0,7681.0,376501,14473985660,512967,7688.0,0.11,0.11,6,5,1.0,20230517,8338.0,7104.0,20220519,202305
rb,rb2305,1.0,SHFE,4328.0,4401.0,4327.0,4373.0,1703065,74459799650,1999189,4372.0,0.13,0.13,6,10,1.0,20230515,4829.0,3872.0,20220517,202305
RI,RI303,1.0,CZCE,,,,,0,0,0,2479.0,0.2,0.2,2,20,1.0,20230314,2827.0,2131.0,20220315,202303
RM,RM305,1.0,CZCE,3041.0,3067.0,3012.0,3046.0,633688,1927678896,417032,3042.0,0.09,0.09,6,10,1.0,20230517,3277.0,2791.0,20220519,202305
rr,rr2304,1.0,DCE,3347.0,3347.0,3339.0,3344.0,2540,84889060,8050,3342.0,0.06,0.06,6,10,1.0,20230417,3510.0,3176.0,20220419,202304
RS,RS311,1.0,CZCE,,,,,0,0,3,5976.0,0.2,0.2,2,10,1.0,20231114,6574.0,5378.0,20221115,202311
ru,ru2305,1.0,SHFE,11890.0,12050.0,11785.0,11955.0,272408,32564698000,242838,11950.0,0.1,0.1,6,10,5.0,20230515,12910.0,10995.0,20220517,202305
SA,SA305,1.0,CZCE,2831.0,2871.0,2814.0,2827.0,973735,2769302340,572162,2844.0,0.12,0.12,6,20,1.0,20230517,3125.0,2661.0,20220519,202305
sc,sc2304,1.0,SHFE,522.3,544.8,522.2,529.5,155473,83155344600,28225,534.8,0.15,0.15,3,1000,0.1,20230331,622.7,479.4,20220401,202304
SF,SF305,1.0,CZCE,7824.0,7910.0,7790.0,7796.0,170671,1338743324,202867,7844.0,0.12,0.12,2,5,2.0,20230517,8618.0,7050.0,20220519,202305
SM,SM305,1.0,CZCE,7344.0,7430.0,7344.0,7354.0,134552,993801072,180927,7386.0,0.12,0.12,2,5,2.0,20230517,8100.0,6624.0,20220519,202305
sn,sn2304,1.0,SHFE,187000.0,188610.0,183200.0,184000.0,195179,36331051820,71534,186140.0,0.14,0.14,4,1,10.0,20230417,209970.0,164980.0,20220418,202304
sp,sp2305,1.0,SHFE,6120.0,6184.0,6086.0,6134.0,161872,9952571440,170657,6148.0,0.15,0.15,6,10,2.0,20230515,6928.0,5334.0,20220517,202305
SR,SR305,1.0,CZCE,6248.0,6319.0,6203.0,6253.0,534594,3352438974,509307,6271.0,0.07,0.07,6,10,1.0,20230517,6667.0,5911.0,20220519,202305
ss,ss2304,1.0,SHFE,15730.0,15910.0,15670.0,15890.0,106457,8417734600,71578,15810.0,0.14,0.14,4,5,5.0,20230417,17650.0,13865.0,20220418,202304
T,T2306,1.0,CFFEX,100.245,100.365,100.23,100.345,66857,67061480850,173754,100.325,0.02,0.02,12,10000,0.005,20230609,102.205,98.205,20220913,202306
TA,TA305,1.0,CZCE,5700.0,5774.0,5604.0,5612.0,3185269,18124180610,1406822,5690.0,0.07,0.07,6,5,2.0,20230517,6140.0,5444.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.885,100.925,100.83,100.905,49739,50181069500,99807,100.895,0.012,0.012,12,10000,0.005,20230609,102.025,99.615,20220913,202306
TS,TS2306,1.0,CFFEX,100.75,100.785,100.75,100.77,38101,76786848700,60602,100.775,0.005,0.005,12,20000,0.005,20230609,101.245,100.245,20220913,202306
UR,UR305,1.0,CZCE,2480.0,2495.0,2457.0,2466.0,155272,383987656,170124,2473.0,0.08,0.08,2,20,1.0,20230517,2628.0,2284.0,20220519,202305
v,v2305,1.0,DCE,6303.0,6398.0,6281.0,6337.0,827870,26327092395,579739,6360.0,0.11,0.11,6,5,1.0,20230517,6882.0,5864.0,20220519,202305
WH,WH303,1.0,CZCE,,,,,0,0,0,3050.0,0.2,0.2,2,20,1.0,20230314,3264.0,2836.0,20220315,202303
wr,wr2305,1.0,SHFE,4943.0,4979.0,4931.0,4948.0,56,2770510,48,4947.0,0.13,0.13,2,10,1.0,20230515,5488.0,4401.0,20220517,202305
y,y2305,1.0,DCE,8450.0,8486.0,8322.0,8370.0,595024,50071511280,415463,8414.0,0.09,0.09,6,10,2.0,20230517,9238.0,7870.0,20220519,202305
ZC,ZC304,1.0,CZCE,,,,,0,0,0,801.4,0.5,0.5,6,100,0.2,20230410,961.8,641.0,20220412,202304
zn,zn2304,1.0,SHFE,22700.0,23035.0,22620.0,22855.0,118677,13579987825,82697,22885.0,0.14,0.14,4,5,5.0,20230417,25565.0,20090.0,20220418,202304
