Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
a,a2305,1.0,DCE,5473.0,5475.0,5404.0,5428.0,87783,4775418190,140489,5440.0,0.12,0.12,6,10,1.0,20230517,5924.0,5048.0,20220519,202305
ag,ag2306,1.0,SHFE,4930.0,4934.0,4756.0,4781.0,1056827,76687053660,685938,4837.0,0.12,0.12,3,15,1.0,20230615,5461.0,4468.0,20220616,202306
al,al2304,1.0,SHFE,18530.0,18585.0,18415.0,18540.0,145555,13473738800,187861,18510.0,0.12,0.12,4,5,5.0,20230417,20500.0,16775.0,20220418,202304
AP,AP305,1.0,CZCE,9070.0,9119.0,9032.0,9090.0,111397,1010927775,205618,9075.0,0.1,0.1,2,10,1.0,20230517,9905.0,8269.0,20220519,202305
au,au2304,1.0,SHFE,417.56,417.62,413.8,414.08,77655,32266678400,56424,415.5,0.1,0.1,3,1000,0.02,20230417,452.32,385.3,20220316,202304
b,b2304,1.0,DCE,4540.0,4561.0,4502.0,4522.0,49533,2243229780,38735,4528.0,0.09,0.09,6,10,1.0,20230417,4915.0,4187.0,20220419,202304
bb,bb2303,1.0,DCE,,,,400.0,0,0,0,400.0,0.4,0.4,2,500,0.05,20230314,440.0,360.0,20220315,202303
bc,bc2305,1.0,SHFE,61840.0,61840.0,61200.0,61340.0,12982,3986829700,13346,61420.0,0.12,0.12,4,5,10.0,20230515,68320.0,55890.0,20220517,202305
bu,bu2306,1.0,SHFE,3918.0,3932.0,3873.0,3913.0,212643,8302321070,365527,3904.0,0.15,0.15,6,10,1.0,20230615,4421.0,3404.0,20210616,202306
c,c2305,1.0,DCE,2847.0,2859.0,2843.0,2855.0,177146,5050364980,651101,2850.0,0.12,0.12,6,10,1.0,20230517,3068.0,2614.0,20220519,202305
CF,CF305,1.0,CZCE,14660.0,14700.0,14575.0,14665.0,315153,4616991450,642590,14650.0,0.07,0.07,6,5,5.0,20230517,15530.0,13770.0,20220519,202305
CJ,CJ305,1.0,CZCE,10270.0,10285.0,10185.0,10220.0,17288,176769800,58488,10225.0,0.12,0.12,2,5,5.0,20230517,11305.0,9245.0,20220519,202305
cs,cs2305,1.0,DCE,3081.0,3107.0,3073.0,3106.0,123150,3808098590,187588,3092.0,0.09,0.09,6,10,1.0,20230517,3281.0,2853.0,20220519,202305
cu,cu2304,1.0,SHFE,69250.0,69320.0,68680.0,68880.0,82682,28504987350,145772,68950.0,0.12,0.12,4,5,10.0,20230417,76510.0,62600.0,20220418,202304
CY,CY305,1.0,CZCE,21790.0,21955.0,21740.0,21955.0,2246,49097560,3087,21860.0,0.07,0.07,6,5,5.0,20230517,23165.0,20535.0,20220519,202305
eb,eb2304,1.0,DCE,8550.0,8636.0,8512.0,8544.0,205061,8774896230,140681,8558.0,0.12,0.12,6,5,1.0,20230425,9447.0,7731.0,20220427,202304
eg,eg2305,1.0,DCE,4258.0,4277.0,4200.0,4203.0,310477,13170814710,397158,4242.0,0.12,0.12,6,10,1.0,20230526,4711.0,3855.0,20220527,202305
fb,fb2305,1.0,DCE,1246.5,1247.5,1223.0,1236.0,1447,17934720,1926,1239.0,0.1,0.1,2,10,0.5,20230517,1312.5,1187.5,20220519,202305
FG,FG305,1.0,CZCE,1595.0,1603.0,1571.0,1584.0,970745,1542513805,928092,1589.0,0.09,0.09,6,20,1.0,20230517,1714.0,1460.0,20220519,202305
fu,fu2305,1.0,SHFE,3060.0,3105.0,3030.0,3044.0,1202339,36856781690,371262,3065.0,0.15,0.15,6,10,1.0,20230428,3453.0,2658.0,20220505,202305
hc,hc2305,1.0,SHFE,4343.0,4358.0,4315.0,4341.0,254706,11063230350,861719,4343.0,0.13,0.13,6,10,1.0,20230515,4818.0,3863.0,20220517,202305
i,i2305,1.0,DCE,911.0,915.0,904.5,912.0,417778,38060609800,871446,911.0,0.13,0.13,6,100,0.5,20230517,1003.5,805.5,20220519,202305
IC,IC2303,1.0,CFFEX,6258.0,6304.4,6256.2,6288.0,45796,57547828080,113225,6284.4,0.14,0.14,11,200,0.2,20230317,6923.6,5664.8,20220718,202303
IF,IF2303,1.0,CFFEX,4030.0,4042.8,4015.0,4034.8,57287,69270625620,100966,4028.2,0.12,0.12,11,300,0.2,20230317,4462.2,3651.0,20220718,202303
IH,IH2303,1.0,CFFEX,2698.0,2706.0,2682.2,2693.4,39263,31732519200,68032,2690.0,0.12,0.12,11,300,0.2,20230317,2990.8,2447.2,20220718,202303
IM,IM2303,1.0,CFFEX,6828.0,6889.6,6821.8,6871.0,31970,43876201560,61834,6865.8,0.15,0.15,11,200,0.2,20230317,7554.8,6181.2,20220722,202303
j,j2305,1.0,DCE,2906.0,2936.0,2880.0,2894.0,29938,8698146450,41038,2905.0,0.2,0.2,6,100,0.5,20230517,3357.0,2482.0,20220519,202305
jd,jd2305,1.0,DCE,4390.0,4419.0,4378.0,4408.0,55556,2444887040,122116,4400.0,0.09,0.09,2,10,1.0,20230526,4741.0,4039.0,20220527,202305
jm,jm2305,1.0,DCE,1975.0,1997.0,1955.0,1984.0,54640,6486584640,82454,1978.5,0.2,0.2,6,60,0.5,20230517,2278.5,1684.5,20220519,202305
JR,JR303,1.0,CZCE,,,,,0,0,0,2662.0,0.2,0.2,2,20,1.0,20230314,3035.0,2289.0,20220315,202303
l,l2305,1.0,DCE,8300.0,8335.0,8235.0,8274.0,337881,13989443835,385889,8280.0,0.11,0.11,6,5,1.0,20230517,8987.0,7657.0,20220519,202305
lh,lh2305,1.0,DCE,16800.0,16860.0,16545.0,16625.0,17661,4715551840,51259,16685.0,0.15,0.15,2,16,5.0,20230526,18135.0,15455.0,20220527,202305
LR,LR303,1.0,CZCE,,,,,0,0,0,2360.0,0.2,0.2,2,20,1.0,20230314,2691.0,2029.0,20220315,202303
lu,lu2305,1.0,SHFE,4152.0,4192.0,4048.0,4099.0,81106,3340170790,22851,4118.0,0.15,0.15,6,10,1.0,20230428,4678.0,3601.0,20220505,202305
m,m2305,1.0,DCE,3800.0,3820.0,3781.0,3800.0,485804,18463237350,1207616,3800.0,0.1,0.1,6,10,1.0,20230517,4111.0,3503.0,20220519,202305
MA,MA305,1.0,CZCE,2611.0,2631.0,2567.0,2576.0,1838673,4782388473,1398068,2601.0,0.08,0.08,6,10,1.0,20230517,2796.0,2430.0,20220519,202305
ni,ni2304,1.0,SHFE,189000.0,189980.0,185580.0,186830.0,129214,24260322670,79923,187750.0,0.19,0.19,4,1,10.0,20230417,221710.0,157280.0,20220418,202304
nr,nr2305,1.0,SHFE,10145.0,10150.0,9965.0,10000.0,29115,2926927900,51247,10050.0,0.1,0.1,6,10,5.0,20230515,10945.0,9320.0,20220517,202305
OI,OI305,1.0,CZCE,9746.0,9765.0,9650.0,9665.0,334639,3248006134,287172,9706.0,0.09,0.09,6,10,1.0,20230517,10579.0,9011.0,20220519,202305
p,p2305,1.0,DCE,8180.0,8190.0,7998.0,8070.0,730873,59051194080,464200,8078.0,0.12,0.12,6,10,2.0,20230517,9044.0,7400.0,20220519,202305
pb,pb2304,1.0,SHFE,15215.0,15225.0,15160.0,15195.0,40334,3063307600,63485,15185.0,0.14,0.14,4,5,5.0,20230417,17100.0,13435.0,20220418,202304
PF,PF304,1.0,CZCE,7320.0,7380.0,7280.0,7322.0,100956,740613216,62566,7336.0,0.08,0.08,6,5,2.0,20230417,7878.0,6846.0,20220419,202304
pg,pg2304,1.0,DCE,5110.0,5142.0,5052.0,5084.0,87081,8867431520,58526,5091.0,0.13,0.13,6,20,1.0,20230425,5652.0,4532.0,20220427,202304
PK,PK304,1.0,CZCE,10900.0,11046.0,10696.0,10718.0,203836,2205505520,80497,10820.0,0.08,0.08,2,5,2.0,20230417,11904.0,10344.0,20220419,202304
PM,PM303,1.0,CZCE,,,,,0,0,0,3122.0,0.2,0.2,2,50,1.0,20230314,3560.0,2684.0,20220315,202303
pp,pp2305,1.0,DCE,7856.0,7870.0,7781.0,7803.0,461023,18033601690,467371,7823.0,0.11,0.11,6,5,1.0,20230517,8519.0,7257.0,20220519,202305
rb,rb2305,1.0,SHFE,4249.0,4267.0,4221.0,4249.0,1058647,45006324470,2048137,4251.0,0.13,0.13,6,10,1.0,20230515,4704.0,3771.0,20220517,202305
RI,RI303,1.0,CZCE,,,,,0,0,0,2479.0,0.2,0.2,2,20,1.0,20230314,2827.0,2131.0,20220315,202303
RM,RM305,1.0,CZCE,3060.0,3083.0,3044.0,3061.0,443378,1356293302,465729,3059.0,0.09,0.09,6,10,1.0,20230517,3315.0,2823.0,20220519,202305
rr,rr2304,1.0,DCE,3352.0,3355.0,3345.0,3347.0,1450,48577080,10635,3350.0,0.06,0.06,6,10,1.0,20230417,3520.0,3186.0,20220419,202304
RS,RS311,1.0,CZCE,,,,,0,0,3,6021.0,0.2,0.2,2,10,1.0,20231114,6625.0,5419.0,20221115,202311
ru,ru2305,1.0,SHFE,12445.0,12480.0,12275.0,12290.0,233956,28956300900,253061,12375.0,0.1,0.1,6,10,5.0,20230515,13425.0,11440.0,20220517,202305
SA,SA305,1.0,CZCE,2920.0,2933.0,2866.0,2888.0,1005379,2917609858,632602,2902.0,0.12,0.12,6,20,1.0,20230517,3170.0,2700.0,20220519,202305
sc,sc2304,1.0,SHFE,580.3,580.9,563.6,564.7,139643,80046912000,30287,573.2,0.15,0.15,3,1000,0.1,20230331,653.0,502.7,20220401,202304
SF,SF305,1.0,CZCE,7888.0,7982.0,7860.0,7930.0,123058,976342172,169842,7934.0,0.12,0.12,2,5,2.0,20230517,8756.0,7164.0,20220519,202305
SM,SM305,1.0,CZCE,7350.0,7400.0,7328.0,7378.0,102471,755006328,180560,7368.0,0.12,0.12,2,5,2.0,20230517,8132.0,6652.0,20220519,202305
sn,sn2304,1.0,SHFE,199030.0,199940.0,196710.0,197140.0,135888,26929062140,66735,198170.0,0.14,0.14,4,1,10.0,20230417,223460.0,175570.0,20220418,202304
sp,sp2305,1.0,SHFE,6418.0,6440.0,6358.0,6386.0,145964,9335590920,154850,6394.0,0.15,0.15,6,10,2.0,20230515,7260.0,5590.0,20220517,202305
SR,SR305,1.0,CZCE,6170.0,6215.0,6169.0,6186.0,394541,2442997872,533932,6192.0,0.07,0.07,6,10,1.0,20230517,6532.0,5792.0,20220519,202305
ss,ss2304,1.0,SHFE,16160.0,16160.0,15850.0,15915.0,107082,8546723800,81254,15960.0,0.14,0.14,4,5,5.0,20230417,18200.0,14300.0,20220418,202304
T,T2306,1.0,CFFEX,100.11,100.175,100.07,100.095,50510,50571577350,164812,100.105,0.02,0.02,12,10000,0.005,20230609,102.125,98.125,20220913,202306
TA,TA305,1.0,CZCE,5794.0,5876.0,5748.0,5808.0,2561100,14905602000,1651910,5820.0,0.07,0.07,6,5,2.0,20230517,6154.0,5454.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.81,100.835,100.75,100.76,38077,38378753000,98739,100.78,0.012,0.012,12,10000,0.005,20230609,102.015,99.605,20220913,202306
TS,TS2306,1.0,CFFEX,100.75,100.765,100.71,100.715,48595,97898764500,55684,100.72,0.005,0.005,12,20000,0.005,20230609,101.245,100.245,20220913,202306
UR,UR305,1.0,CZCE,2493.0,2522.0,2485.0,2520.0,162495,407212470,189130,2506.0,0.08,0.08,2,20,1.0,20230517,2698.0,2344.0,20220519,202305
v,v2305,1.0,DCE,6461.0,6516.0,6431.0,6458.0,869025,28140777785,643415,6476.0,0.11,0.11,6,5,1.0,20230517,6967.0,5935.0,20220519,202305
WH,WH303,1.0,CZCE,,,,,0,0,0,3050.0,0.2,0.2,2,20,1.0,20230314,3264.0,2836.0,20220315,202303
wr,wr2305,1.0,SHFE,4891.0,4922.0,4891.0,4905.0,26,1275710,55,4906.0,0.13,0.13,2,10,1.0,20230515,5456.0,4375.0,20220517,202305
y,y2305,1.0,DCE,8862.0,8878.0,8728.0,8746.0,527535,46382926380,455083,8792.0,0.09,0.09,6,10,2.0,20230517,9582.0,8166.0,20220519,202305
ZC,ZC304,1.0004993757802747,CZCE,,,,,0,0,0,801.4,0.5,0.5,6,100,0.2,20230410,961.8,641.0,20220412,202304
zn,zn2304,1.0,SHFE,23315.0,23380.0,23180.0,23260.0,95267,11085742375,82392,23270.0,0.14,0.14,4,5,5.0,20230417,26235.0,20610.0,20220418,202304
