Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth,Session
a,a2305,1.0,DCE,5186.0,5186.0,5162.0,5177.0,53792,2784260240,153316,5175.0,0.12,0.12,6,10,1.0,20230517,5583.0,4757.0,20220519,202305,210000-230000;090000-101500;103000-113000;133000-150000
ag,ag2302,1.0,SHFE,5190.0,5204.0,5123.0,5156.0,485436,37558350585,146063,5158.0,0.12,0.12,3,15,1.0,20230215,5835.0,4774.0,20220216,202302,210000-023000;090000-101500;103000-113000;133000-150000
al,al2302,1.0,SHFE,17950.0,17990.0,17750.0,17850.0,165015,14742896775,171471,17865.0,0.12,0.12,4,5,5.0,20230215,19580.0,16020.0,20220216,202302,210000-010000;090000-101500;103000-113000;133000-150000
AP,AP305,1.0,CZCE,8387.0,8465.0,8346.0,8433.0,148577,1249978301,195389,8413.0,0.1,0.1,2,10,1.0,20230517,9230.0,7704.0,20220519,202305,090000-101500;103000-113000;133000-150000
au,au2304,1.0,SHFE,411.52,412.78,408.5,409.54,126762,52022855080,152078,410.38,0.1,0.1,3,1000,0.02,20230417,447.7,381.36,20220316,202304,210000-023000;090000-101500;103000-113000;133000-150000
b,b2302,1.0,DCE,5093.0,5093.0,5021.0,5053.0,39240,1982997770,32807,5053.0,0.09,0.09,6,10,1.0,20230214,5510.0,4694.0,20220221,202302,210000-230000;090000-101500;103000-113000;133000-150000
bb,bb2301,1.0,DCE,,,,400.0,0,0,0,400.0,0.4,0.4,2,500,0.05,20230116,440.0,360.0,20220118,202301,090000-101500;103000-113000;133000-150000
bc,bc2303,1.0,SHFE,57660.0,58300.0,57660.0,58180.0,12615,3659156400,13322,58010.0,0.12,0.12,4,5,10.0,20230315,62760.0,51350.0,20220316,202303,210000-010000;090000-101500;103000-113000;133000-150000
bu,bu2306,1.0,SHFE,3774.0,3794.0,3722.0,3778.0,262627,9873267770,394040,3759.0,0.15,0.15,6,10,1.0,20230615,4236.0,3261.0,20210616,202306,210000-230000;090000-101500;103000-113000;133000-150000
c,c2303,1.0,DCE,2873.0,2892.0,2867.0,2886.0,368002,10597708120,731213,2879.0,0.12,0.12,6,10,1.0,20230314,3101.0,2643.0,20220315,202303,210000-230000;090000-101500;103000-113000;133000-150000
CF,CF305,1.0,CZCE,14305.0,14370.0,14245.0,14360.0,373103,5340969445,764132,14315.0,0.07,0.07,6,5,5.0,20230517,15130.0,13410.0,20220519,202305,210000-230000;090000-101500;103000-113000;133000-150000
CJ,CJ305,1.0,CZCE,10365.0,10375.0,10160.0,10250.0,27352,280084480,45301,10240.0,0.12,0.12,2,5,5.0,20230517,11430.0,9350.0,20220519,202305,090000-101500;103000-113000;133000-150000
cs,cs2303,1.0,DCE,3021.0,3061.0,3016.0,3054.0,112733,3425875730,139162,3038.0,0.09,0.09,6,10,1.0,20230314,3232.0,2810.0,20220315,202303,210000-230000;090000-101500;103000-113000;133000-150000
cu,cu2302,1.0,SHFE,65160.0,65340.0,64950.0,65240.0,59982,19540815800,93974,65150.0,0.12,0.12,4,5,10.0,20230215,70520.0,57690.0,20220216,202302,210000-010000;090000-101500;103000-113000;133000-150000
CY,CY305,1.0,CZCE,21925.0,22135.0,21920.0,22105.0,5301,116648505,4016,22005.0,0.07,0.07,6,5,5.0,20230517,23170.0,20540.0,20220519,202305,210000-230000;090000-101500;103000-113000;133000-150000
eb,eb2302,1.0,DCE,8276.0,8420.0,8158.0,8406.0,259974,10752790465,155491,8272.0,0.12,0.12,6,5,1.0,20230223,9103.0,7449.0,20220224,202302,210000-230000;090000-101500;103000-113000;133000-150000
eg,eg2305,1.0,DCE,4130.0,4130.0,4065.0,4106.0,322916,13237010210,356582,4099.0,0.12,0.12,6,10,1.0,20230526,4523.0,3701.0,20220527,202305,210000-230000;090000-101500;103000-113000;133000-150000
fb,fb2303,1.0,DCE,1252.0,1256.5,1239.0,1256.0,1057,13187830,1706,1247.5,0.1,0.1,2,10,0.5,20230314,1318.0,1193.0,20220315,202303,090000-101500;103000-113000;133000-150000
FG,FG305,1.0,CZCE,1675.0,1694.0,1663.0,1692.0,723710,1213661670,812376,1677.0,0.09,0.09,6,20,1.0,20230517,1804.0,1536.0,20220519,202305,210000-230000;090000-101500;103000-113000;133000-150000
