Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
a,a2305,1.0,DCE,5571.0,5578.0,5528.0,5551.0,81911,4551015540,124317,5556.0,0.12,0.12,6,10,1.0,20230517,6029.0,5137.0,20220519,202305
ag,ag2306,1.0,SHFE,4799.0,4929.0,4791.0,4914.0,1173892,85805616315,638118,4872.0,0.12,0.12,3,15,1.0,20230615,5280.0,4320.0,20220616,202306
al,al2304,1.0,SHFE,18245.0,18465.0,18130.0,18435.0,210175,19191797325,193559,18260.0,0.12,0.12,4,5,5.0,20230417,20200.0,16525.0,20220418,202304
AP,AP305,1.0,CZCE,9035.0,9038.0,8762.0,8877.0,247111,2192121681,203772,8871.0,0.1,0.1,2,10,1.0,20230517,9777.0,8161.0,20220519,202305
au,au2304,1.0,SHFE,416.92,422.74,416.1,420.42,94695,39712299740,48149,419.36,0.1,0.1,3,1000,0.02,20230417,449.38,382.8,20220316,202304
b,b2304,1.0,DCE,4495.0,4513.0,4454.0,4485.0,40489,1812100450,34279,4475.0,0.09,0.09,6,10,1.0,20230417,4894.0,4170.0,20220419,202304
bb,bb2303,1.0,DCE,,,,400.0,0,0,0,400.0,0.4,0.4,2,500,0.05,20230314,440.0,360.0,20220315,202303
bc,bc2305,1.0,SHFE,61270.0,61780.0,60960.0,61630.0,14572,4475034400,12875,61410.0,0.12,0.12,4,5,10.0,20230515,67820.0,55490.0,20220517,202305
bu,bu2306,1.0,SHFE,3898.0,3923.0,3862.0,3900.0,340349,13247377620,352664,3892.0,0.15,0.15,6,10,1.0,20230615,4417.0,3400.0,20210616,202306
c,c2305,1.0,DCE,2846.0,2850.0,2824.0,2835.0,291285,8259049720,650706,2835.0,0.12,0.12,6,10,1.0,20230517,3076.0,2622.0,20220519,202305
CF,CF305,1.0,CZCE,14330.0,14375.0,14155.0,14235.0,486928,6948462560,604192,14270.0,0.07,0.07,6,5,5.0,20230517,15305.0,13565.0,20220519,202305
CJ,CJ305,1.0,CZCE,9840.0,9900.0,9735.0,9870.0,23376,229669200,56690,9825.0,0.12,0.12,2,5,5.0,20230517,10925.0,8935.0,20220519,202305
cs,cs2305,1.0,DCE,3092.0,3098.0,3072.0,3095.0,111188,3429233260,171307,3084.0,0.09,0.09,6,10,1.0,20230517,3322.0,2888.0,20220519,202305
cu,cu2304,1.0,SHFE,68860.0,69410.0,68540.0,69270.0,110572,38136187150,145271,68970.0,0.12,0.12,4,5,10.0,20230417,76050.0,62220.0,20220418,202304
CY,CY305,1.0,CZCE,21250.0,21295.0,21010.0,21030.0,4377,92551665,3603,21145.0,0.07,0.07,6,5,5.0,20230517,22760.0,20180.0,20220519,202305
eb,eb2304,1.0,DCE,8412.0,8564.0,8379.0,8526.0,225216,9541168150,128436,8472.0,0.12,0.12,6,5,1.0,20230425,9279.0,7593.0,20220427,202304
eg,eg2305,1.0,DCE,4113.0,4153.0,4103.0,4141.0,255043,10533182260,435684,4129.0,0.12,0.12,6,10,1.0,20230526,4567.0,3737.0,20220527,202305
fb,fb2305,1.0,DCE,1234.5,1237.5,1231.5,1233.5,576,7110055,1768,1234.0,0.1,0.1,2,10,0.5,20230517,1295.0,1172.0,20220519,202305
FG,FG305,1.0,CZCE,1592.0,1632.0,1584.0,1628.0,1250564,2010906912,856237,1608.0,0.09,0.09,6,20,1.0,20230517,1721.0,1465.0,20220519,202305
fu,fu2305,1.0,SHFE,2948.0,3025.0,2939.0,2972.0,1213513,36083654000,296136,2973.0,0.15,0.15,6,10,1.0,20230428,3400.0,2617.0,20220505,202305
hc,hc2305,1.0,SHFE,4398.0,4464.0,4398.0,4459.0,366329,16262737310,921308,4439.0,0.13,0.13,6,10,1.0,20230515,4900.0,3929.0,20220517,202305
i,i2305,1.0,DCE,915.0,930.0,913.0,929.0,630725,58177734350,863952,922.0,0.13,0.13,6,100,0.5,20230517,1026.0,823.0,20220519,202305
IC,IC2303,1.0,CFFEX,6204.2,6244.0,6175.0,6241.8,54004,67093916000,86656,6228.6,0.14,0.14,11,200,0.2,20230317,6829.0,5587.4,20220718,202303
IF,IF2303,1.0,CFFEX,3973.6,4014.6,3973.0,4010.0,70723,84810028380,85391,4005.8,0.12,0.12,11,300,0.2,20230317,4369.2,3574.8,20220718,202303
IH,IH2303,1.0,CFFEX,2644.8,2677.8,2644.0,2665.2,46755,37345996440,59891,2664.0,0.12,0.12,11,300,0.2,20230317,2905.8,2377.8,20220718,202303
IM,IM2303,1.0,CFFEX,6792.0,6838.0,6744.4,6832.6,37275,50636923000,53070,6815.6,0.15,0.15,11,200,0.2,20230317,7486.2,6125.4,20220722,202303
j,j2305,1.0,DCE,2895.0,2945.0,2875.0,2938.0,31838,9287359750,37613,2917.0,0.2,0.2,6,100,0.5,20230517,3356.5,2481.5,20220519,202305
jd,jd2305,1.0,DCE,4393.0,4393.0,4344.0,4373.0,70714,3089670240,126592,4369.0,0.09,0.09,2,10,1.0,20230526,4732.0,4032.0,20220527,202305
jm,jm2305,1.0,DCE,1960.0,2021.0,1957.5,2020.5,55095,6585224880,78058,1992.0,0.2,0.2,6,60,0.5,20230517,2285.5,1689.5,20220519,202305
JR,JR303,1.0,CZCE,,,,,0,0,0,2662.0,0.2,0.2,2,20,1.0,20230314,3035.0,2289.0,20220315,202303
l,l2305,1.0,DCE,8209.0,8245.0,8165.0,8227.0,274099,11242804225,366489,8203.0,0.11,0.11,6,5,1.0,20230517,8875.0,7561.0,20220519,202305
lh,lh2305,1.0,DCE,15650.0,15840.0,15580.0,15735.0,27203,6836860800,53903,15705.0,0.15,0.15,2,16,5.0,20230526,17440.0,14860.0,20220527,202305
LR,LR303,1.0,CZCE,,,,,0,0,0,2360.0,0.2,0.2,2,20,1.0,20230314,2691.0,2029.0,20220315,202303
lu,lu2305,1.0,SHFE,3910.0,3989.0,3887.0,3954.0,67760,2666546990,19832,3935.0,0.15,0.15,6,10,1.0,20230428,4491.0,3458.0,20220505,202305
m,m2305,1.0,DCE,3789.0,3817.0,3765.0,3809.0,600431,22771806110,1156233,3792.0,0.1,0.1,6,10,1.0,20230517,4124.0,3514.0,20220519,202305
MA,MA305,1.0,CZCE,2542.0,2586.0,2539.0,2580.0,1353217,3466941954,1310092,2562.0,0.08,0.08,6,10,1.0,20230517,2756.0,2394.0,20220519,202305
ni,ni2304,1.0,SHFE,179670.0,181000.0,174070.0,178300.0,144138,25630746770,75836,177820.0,0.19,0.19,4,1,10.0,20230417,214290.0,152020.0,20220418,202304
nr,nr2306,1.0,SHFE,9815.0,9820.0,9655.0,9730.0,46557,4524286600,61015,9715.0,0.1,0.1,6,10,5.0,20230615,10645.0,9070.0,20220616,202306
OI,OI305,1.0,CZCE,9215.0,9252.0,9130.0,9182.0,456147,4193359371,298717,9193.0,0.09,0.09,6,10,1.0,20230517,10122.0,8622.0,20220519,202305
p,p2305,1.0,DCE,7908.0,7962.0,7828.0,7872.0,599571,47368803120,467428,7900.0,0.12,0.12,6,10,2.0,20230517,8786.0,7190.0,20220519,202305
pb,pb2304,1.0,SHFE,15155.0,15190.0,15120.0,15150.0,37474,2839304425,69698,15150.0,0.14,0.14,4,5,5.0,20230417,16980.0,13345.0,20220418,202304
PF,PF305,1.0,CZCE,7224.0,7298.0,7212.0,7252.0,138951,1008506358,136151,7258.0,0.08,0.08,6,5,2.0,20230517,7790.0,6770.0,20220519,202305
pg,pg2304,1.0,DCE,4952.0,4987.0,4912.0,4952.0,64595,6393931660,46330,4949.0,0.13,0.13,6,20,1.0,20230425,5512.0,4420.0,20220427,202304
PK,PK304,1.0,CZCE,10746.0,10762.0,10568.0,10578.0,82338,875746968,49273,10636.0,0.08,0.08,2,5,2.0,20230417,11472.0,9968.0,20220419,202304
PM,PM303,1.0,CZCE,,,,,0,0,0,3122.0,0.2,0.2,2,50,1.0,20230314,3560.0,2684.0,20220315,202303
pp,pp2305,1.0,DCE,7710.0,7761.0,7689.0,7744.0,349488,13492570155,504046,7721.0,0.11,0.11,6,5,1.0,20230517,8370.0,7130.0,20220519,202305
rb,rb2305,1.0,SHFE,4327.0,4377.0,4317.0,4371.0,1525232,66377862190,2073724,4351.0,0.13,0.13,6,10,1.0,20230515,4804.0,3851.0,20220517,202305
RI,RI303,1.0,CZCE,,,,,0,0,0,2479.0,0.2,0.2,2,20,1.0,20230314,2827.0,2131.0,20220315,202303
RM,RM305,1.0,CZCE,3031.0,3069.0,2996.0,3060.0,600463,1821804742,426368,3034.0,0.09,0.09,6,10,1.0,20230517,3309.0,2817.0,20220519,202305
rr,rr2304,1.0,DCE,3344.0,3348.0,3337.0,3347.0,2382,79630760,8738,3343.0,0.06,0.06,6,10,1.0,20230417,3511.0,3177.0,20220419,202304
RS,RS311,1.0,CZCE,,,,,0,0,3,5976.0,0.2,0.2,2,10,1.0,20231114,6574.0,5378.0,20221115,202311
ru,ru2305,1.0,SHFE,11990.0,12025.0,11895.0,11970.0,273614,32715207250,254087,11955.0,0.1,0.1,6,10,5.0,20230515,13060.0,11125.0,20220517,202305
