Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth,Session
a,a2305,1.0,DCE,5213.0,5213.0,5143.0,5175.0,83276.0,4305837060.0,158245.0,5170.0,0.12,0.12,6.0,10,1.0,20230517.0,5621.0,4789.0,20220519.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
ag,ag2302,1.0,SHFE,5346.0,5378.0,5209.0,5210.0,557300.0,44354440590.0,163692.0,5305.0,0.12,0.12,3.0,15,1.0,20230215.0,5897.0,4824.0,20220216.0,202302.0,210000-023000;090000-101500;103000-113000;133000-150000
al,al2302,1.0,SHFE,17800.0,17920.0,17685.0,17905.0,164379.0,14633057525.0,172219.0,17800.0,0.12,0.12,4.0,5,5.0,20230215.0,19805.0,16200.0,20220216.0,202302.0,210000-010000;090000-101500;103000-113000;133000-150000
AP,AP305,1.0,CZCE,8382.0,8545.0,8349.0,8408.0,219767.0,1860767189.0,200083.0,8467.0,0.1,0.1,2.0,10,1.0,20230517.0,9080.0,7580.0,20220519.0,202305.0,090000-101500;103000-113000;133000-150000
au,au2304,1.0,SHFE,414.38,415.92,412.4,412.5,124302.0,51529515360.0,156299.0,414.54,0.1,0.1,3.0,1000,0.02,20230417.0,445.62,379.6,20220316.0,202304.0,210000-023000;090000-101500;103000-113000;133000-150000
b,b2302,1.0,DCE,5125.0,5139.0,5067.0,5081.0,39074.0,1993822530.0,31932.0,5102.0,0.09,0.09,6.0,10,1.0,20230214.0,5572.0,4748.0,20220221.0,202302.0,210000-230000;090000-101500;103000-113000;133000-150000
bb,bb2301,1.0,DCE,,,,400.0,0.0,0.0,0.0,400.0,0.4,0.4,2.0,500,0.05,20230116.0,440.0,360.0,20220118.0,202301.0,090000-101500;103000-113000;133000-150000
bc,bc2303,1.0,SHFE,56890.0,57390.0,56810.0,57050.0,11244.0,3208255000.0,14915.0,57060.0,0.12,0.12,4.0,5,10.0,20230315.0,63740.0,52150.0,20220316.0,202303.0,210000-010000;090000-101500;103000-113000;133000-150000
bu,bu2306,1.0,SHFE,3761.0,3780.0,3717.0,3758.0,263708.0,9887768230.0,395740.0,3749.0,0.15,0.15,6.0,10,1.0,20230615.0,4301.0,3312.0,20210616.0,202306.0,210000-230000;090000-101500;103000-113000;133000-150000
c,c2303,1.0,DCE,2875.0,2882.0,2859.0,2878.0,341944.0,9821824540.0,714472.0,2872.0,0.12,0.12,6.0,10,1.0,20230314.0,3092.0,2634.0,20220315.0,202303.0,210000-230000;090000-101500;103000-113000;133000-150000
CF,CF305,1.0,CZCE,14315.0,14355.0,14175.0,14275.0,438649.0,6259521230.0,756762.0,14270.0,0.07,0.07,6.0,5,5.0,20230517.0,15165.0,13445.0,20220519.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
CJ,CJ305,1.0,CZCE,10375.0,10475.0,10270.0,10360.0,22057.0,229172230.0,44542.0,10390.0,0.12,0.12,2.0,5,5.0,20230517.0,11460.0,9370.0,20220519.0,202305.0,090000-101500;103000-113000;133000-150000
cs,cs2303,1.0,DCE,3005.0,3047.0,2999.0,3038.0,129769.0,3921583780.0,136308.0,3021.0,0.09,0.09,6.0,10,1.0,20230314.0,3211.0,2791.0,20220315.0,202303.0,210000-230000;090000-101500;103000-113000;133000-150000
cu,cu2302,1.0,SHFE,63940.0,64460.0,63850.0,64290.0,64355.0,20630389400.0,98356.0,64110.0,0.12,0.12,4.0,5,10.0,20230215.0,71540.0,58530.0,20220216.0,202302.0,210000-010000;090000-101500;103000-113000;133000-150000
CY,CY305,1.0,CZCE,21750.0,21990.0,21675.0,21970.0,3905.0,85343775.0,3523.0,21855.0,0.07,0.07,6.0,5,5.0,20230517.0,23020.0,20410.0,20220519.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
eb,eb2302,1.0,DCE,8368.0,8368.0,8216.0,8238.0,208441.0,8626025555.0,163842.0,8276.0,0.12,0.12,6.0,5,1.0,20230223.0,9303.0,7613.0,20220224.0,202302.0,210000-230000;090000-101500;103000-113000;133000-150000
eg,eg2305,1.0,DCE,4097.0,4143.0,4085.0,4109.0,304631.0,12528965640.0,335119.0,4112.0,0.12,0.12,6.0,10,1.0,20230526.0,4583.0,3751.0,20220527.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
fb,fb2303,1.0,DCE,1259.5,1260.5,1251.5,1252.0,807.0,10132660.0,1700.0,1255.5,0.1,0.1,2.0,10,0.5,20230314.0,1320.5,1195.5,20220315.0,202303.0,090000-101500;103000-113000;133000-150000
FG,FG305,1.0,CZCE,1657.0,1687.0,1652.0,1669.0,947310.0,1582007700.0,781722.0,1670.0,0.09,0.09,6.0,20,1.0,20230517.0,1792.0,1526.0,20220519.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
fu,fu2305,1.0,SHFE,2516.0,2546.0,2502.0,2511.0,1041395.0,26251094020.0,529541.0,2520.0,0.15,0.15,6.0,10,1.0,20230428.0,2954.0,2275.0,20220505.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
hc,hc2305,1.0,SHFE,4080.0,4083.0,4027.0,4073.0,384978.0,15616389260.0,777217.0,4056.0,0.13,0.13,6.0,10,1.0,20230515.0,4537.0,3638.0,20220517.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
i,i2305,1.0,DCE,841.0,847.0,830.0,840.0,734421.0,61690714650.0,855024.0,839.5,0.13,0.13,6.0,100,0.5,20230517.0,944.0,757.0,20220519.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
IC,IC2301,1.0,CFFEX,5978.0,6035.2,5954.4,6019.4,40375.0,48506720200.0,90180.0,6020.4,0.14,0.14,11.0,200,0.2,20230120.0,6547.4,5357.0,20221121.0,202301.0,093000-113000;130000-150000
IF,IF2301,1.0,CFFEX,3923.8,3982.6,3918.0,3974.4,65791.0,78096966300.0,87168.0,3975.4,0.12,0.12,11.0,300,0.2,20230120.0,4284.4,3505.6,20221121.0,202301.0,093000-113000;130000-150000
IH,IH2301,1.0,CFFEX,2674.0,2709.0,2670.2,2705.6,42966.0,34711441440.0,61620.0,2704.4,0.12,0.12,11.0,300,0.2,20230120.0,2918.0,2387.6,20221121.0,202301.0,093000-113000;130000-150000
IM,IM2301,1.0,CFFEX,6433.8,6494.0,6408.2,6490.4,24379.0,31515784360.0,42369.0,6483.8,0.15,0.15,11.0,200,0.2,20230120.0,7046.0,5765.2,20221121.0,202301.0,093000-113000;130000-150000
j,j2305,1.0,DCE,2583.5,2625.0,2575.5,2605.0,28447.0,7408810250.0,32111.0,2604.0,0.2,0.2,6.0,100,0.5,20230517.0,2984.0,2206.0,20220519.0,202305.0,210000-230000;090000-101500;103000-113000;133000-150000
jd,jd2305,1.0,DCE,4330.0,4400.0,4326.0,4376.0,99914.0,4364971200.0,123054.0,4368.0,0.09,0.09,2.0,10,1.0,20230526.0,4658.0,3968.0,20220527.0,202305.0,090000-101500;103000-113000;133000-150000
