Ticker,Instrument,AdjFactor,Exchange,Open,High,Low,Close,Volume,Turnover,OpenInt,Settlement,MarginShort,MarginLong,MarketType,Multiplier,TickSize,DelistDate,LimitUp,LimitDown,ListDate,DeliveryMonth
pb,pb2304,1.0,SHFE,15210.0,15210.0,15145.0,15155.0,32675,2478081225,68263,15165.0,0.14,0.14,4,5,5.0,20230417,17000.0,13355.0,20220418,202304
PF,PF305,1.0024684585847503,CZCE,7280.0,7352.0,7218.0,7218.0,172280,1254198400,135937,7280.0,0.08,0.08,6,5,2.0,20230517,7822.0,6798.0,20220519,202305
pg,pg2304,1.0,DCE,4962.0,4996.0,4932.0,4953.0,74786,7428750520,49396,4966.0,0.13,0.13,6,20,1.0,20230425,5551.0,4451.0,20220427,202304
PK,PK304,1.0,CZCE,10746.0,10798.0,10628.0,10732.0,103955,1114397600,58194,10720.0,0.08,0.08,2,5,2.0,20230417,11500.0,9992.0,20220419,202304
PM,PM303,1.0,CZCE,,,,,0,0,0,3122.0,0.2,0.2,2,50,1.0,20230314,3560.0,2684.0,20220315,202303
pp,pp2305,1.0,DCE,7770.0,7802.0,7705.0,7707.0,363275,14078095955,504146,7750.0,0.11,0.11,6,5,1.0,20230517,8394.0,7152.0,20220519,202305
rb,rb2305,1.0,SHFE,4325.0,4348.0,4303.0,4314.0,1652266,71515009630,2073405,4328.0,0.13,0.13,6,10,1.0,20230515,4724.0,3787.0,20220517,202305
RI,RI303,1.0,CZCE,,,,,0,0,0,2479.0,0.2,0.2,2,20,1.0,20230314,2827.0,2131.0,20220315,202303
RM,RM305,1.0,CZCE,3073.0,3092.0,3034.0,3044.0,564008,1727556504,446253,3063.0,0.09,0.09,6,10,1.0,20230517,3316.0,2824.0,20220519,202305
rr,rr2304,1.0,DCE,3351.0,3351.0,3340.0,3341.0,2081,69604830,10040,3344.0,0.06,0.06,6,10,1.0,20230417,3521.0,3187.0,20220419,202304
RS,RS311,1.0,CZCE,5999.0,6019.0,5944.0,5958.0,7,41832,3,5976.0,0.2,0.2,2,10,1.0,20231114,6576.0,5380.0,20221115,202311
ru,ru2305,1.0,SHFE,12170.0,12250.0,11975.0,11990.0,318024,38478844550,256396,12095.0,0.1,0.1,6,10,5.0,20230515,13230.0,11270.0,20220517,202305
SA,SA305,1.0,CZCE,2900.0,2946.0,2888.0,2893.0,851535,2483076060,588521,2916.0,0.12,0.12,6,20,1.0,20230517,3128.0,2664.0,20220519,202305
sc,sc2304,1.0,SHFE,560.2,568.2,545.4,546.0,138167,77314811100,32486,559.5,0.15,0.15,3,1000,0.1,20230331,633.2,487.5,20220401,202304
SF,SF305,1.0,CZCE,7910.0,7938.0,7742.0,7772.0,233712,1832302080,199340,7840.0,0.12,0.12,2,5,2.0,20230517,8642.0,7070.0,20220519,202305
SM,SM305,1.0,CZCE,7428.0,7450.0,7304.0,7356.0,213949,1579371518,176279,7382.0,0.12,0.12,2,5,2.0,20230517,8124.0,6644.0,20220519,202305
sn,sn2304,1.0,SHFE,191500.0,193380.0,185230.0,186950.0,214198,40648481620,75728,189770.0,0.14,0.14,4,1,10.0,20230417,217710.0,171060.0,20220418,202304
sp,sp2305,1.0,SHFE,6224.0,6230.0,6110.0,6120.0,221072,13648621680,179736,6172.0,0.15,0.15,6,10,2.0,20230515,7130.0,5488.0,20220517,202305
SR,SR305,1.0,CZCE,6205.0,6343.0,6202.0,6315.0,822137,5172063867,566403,6291.0,0.07,0.07,6,10,1.0,20230517,6578.0,5832.0,20220519,202305
ss,ss2304,1.0,SHFE,15845.0,15950.0,15670.0,15775.0,99422,7863394700,75184,15815.0,0.14,0.14,4,5,5.0,20230417,17760.0,13955.0,20220418,202304
T,T2306,1.0,CFFEX,100.24,100.295,100.19,100.29,51084,51212968950,170365,100.255,0.02,0.02,12,10000,0.005,20230609,102.205,98.205,20220913,202306
TA,TA305,1.0,CZCE,5758.0,5848.0,5730.0,5734.0,2631861,15217420302,1573843,5782.0,0.07,0.07,6,5,2.0,20230517,6128.0,5432.0,20220519,202305
TF,TF2306,1.0,CFFEX,100.87,100.905,100.82,100.86,43777,44154125700,98652,100.85,0.012,0.012,12,10000,0.005,20230609,102.045,99.625,20220913,202306
TS,TS2306,1.0,CFFEX,100.755,100.775,100.735,100.75,29074,58585632200,57293,100.74,0.005,0.005,12,20000,0.005,20230609,101.24,100.24,20220913,202306
UR,UR305,1.0,CZCE,2509.0,2515.0,2440.0,2441.0,205444,507857568,181002,2472.0,0.08,0.08,2,20,1.0,20230517,2673.0,2323.0,20220519,202305
v,v2305,1.0,DCE,6331.0,6372.0,6255.0,6299.0,898894,28394315810,637283,6317.0,0.11,0.11,6,5,1.0,20230517,6876.0,5858.0,20220519,202305
WH,WH303,1.0,CZCE,,,,,0,0,0,3050.0,0.2,0.2,2,20,1.0,20230314,3264.0,2836.0,20220315,202303
wr,wr2305,1.0,SHFE,4980.0,4980.0,4910.0,4925.0,28,1382910,44,4938.0,0.13,0.13,2,10,1.0,20230515,5419.0,4344.0,20220517,202305
y,y2305,1.0,DCE,8762.0,8812.0,8556.0,8560.0,613899,53167448020,446588,8660.0,0.09,0.09,6,10,2.0,20230517,9450.0,8050.0,20220519,202305
ZC,ZC304,1.0,CZCE,,,,,0,0,0,801.4,0.5,0.5,6,100,0.2,20230410,961.8,641.0,20220412,202304
zn,zn2304,1.0,SHFE,23250.0,23460.0,22800.0,22870.0,158155,18262820125,84762,23090.0,0.14,0.14,4,5,5.0,20230417,26040.0,20460.0,20220418,202304
